Nama Akun,Ulasan
Swary,"Pengiriman cepat, packaging rapih dengan bubble wrap, terima kasihCoverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa. Awet seharian 💄."
M***a,Cocok buat bibir gelap. Aplikator mudah dipakai.
Sora,warnanya cantik nude pucet ada sedikit orangenya. ga keliatan menor samsek
M***i,"Cocok buat dibuat ombre, dan nyampe nya cuman sehari, thankyou seller"
S***i,"selalu puas sama produknya make over,,no debat aplikator mudah dipakai. Gampang dibawa-bawa. pakingnya juga full aman meskipun barangnya cuma kecil.pengiriman juga cepat."
D***i,Cocok buat bibir gelap Gampang dibawa-bawa
maya,Coverage-nya high Aplikator mudah dipakai Cocok buat bibir gelap Gampang dibawa-bawa Awet seharian 💄
M***a,puas pengiriman sangat aman dan cepat
Poetrie,Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. Coverage-nya high. Awet seharian 💄.
Lavalette,Gampang dibawa-bawa.
Djuwita,Djuwita
Ita,kering di bibir
Dini,Coverage-nya high
Lailatul,Gampang dibawa-bawa.
I***e,Coverage-nya high Cocok buat bibir gelap Gampang dibawa-bawa
A***a,Cocok buat bibir gelap. Coverage-nya high. Aplikator mudah dipakai. Awet seharian 💄. Gampang dibawa-bawa.
R***a,Gampang dibawa-bawa.
T***a,Aplikator mudah dipakai. Cocok buat bibir gelap. Gampang dibawa-bawa.
S***n,Gampang dibawa-bawa.
S***i,Awet seharian 💄. Aplikator mudah dipakai. Cocok buat bibir gelap. Coverage-nya high. Gampang dibawa-bawa.
Alam,Cakep banget warnanyaaa 😍
diva,Awet seharian 💄. Cocok buat bibir gelap. Gampang dibawa-bawa. Coverage-nya high.
Hilma,Cocok buat bibir gelap. Aplikator mudah dipakai.
Mega,Coverage-nya high. Aplikator mudah dipakai. Gampang dibawa-bawa.
Qorriwidyaumiar,Gampang dibawa-bawa. Aplikator mudah dipakai.
N***a,Aplikator mudah dipakai Gampang dibawa-bawa Coverage-nya high Awet seharian 💄 Cocok buat bibir gelap
N***i,"Suka sih tp sayang banget beli promo, expnya setahun lebih 2 bulan aja bund. 😅"
j***a,akhirnya yg ditunggu tunggu😍
Chinggi,Aplikator mudah dipakai. Gampang dibawa-bawa.
Safitri,Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Gampang dibawa-bawa. Aplikator mudah dipakai.  tapi mudah patah heheh
m***h,Awet seharian 💄. Gampang dibawa-bawa. Cocok buat bibir gelap. Aplikator mudah dipakai. Coverage-nya high.
Tiara,Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa.
N***a,Cocok buat bibir gelap.
nesha,Coverage-nya high Gampang dibawa-bawa Aplikator mudah dipakai Awet seharian 💄
citra,Aplikator mudah dipakai. Gampang dibawa-bawa.
F***i,Coverage-nya high. Aplikator mudah dipakai. Awet seharian 💄. Gampang dibawa-bawa. Cocok buat bibir gelap.
t***a,pengiriman nya cpt bgt packing rapi pke dus dan bubble wrap tebel . makasi seller blm dicobain si smg cocok di aku Cocok buat bibir gelap Gampang dibawa-bawa
Annas,Gampang dibawa-bawa. Awet seharian 💄.
A***a,A***a
Gintara,mantul
Devi,barang sudah sampai sesuai pesanan.. thanks seller
D***a,Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Gampang dibawa-bawa. Aplikator mudah dipakai.
Riska,Gampang dibawa-bawa dan coverage-nya tinggi
violet,Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa. Awet seharian 💄.
D***a,Aplikator mudah dipakai. Gampang dibawa-bawa. Coverage-nya high.
Gusthia,barang sampe dgn amannn mantep bgttt👍👍👍
D***a,thankyouuuu
Snap,"Aplikator mudah dipakai. Gampang dibawa-bawa. warnanya ngga usah diraguin lg,,cakep bangeeeett..bikin seger klo diombre..love it"
N***a,"paketnya sudah sampai, warnanya bagus, sukaaa... Coverage-nya high."
a***l,"cantik sih warna nya, cmn sedikit kurang, buat bibir aga gelap"
n***g,mantap betul
Pangestu,Cantik banget warnanya
Putri,Cocok buat bibir gelap.
Citra,Coverage-nya high. Cocok buat bibir gelap.
Maulana,Aplikator mudah dipakai. Coverage-nya high.
Bunga,Warna nude terbaik sih SKYE dan hasil matte tapi creamy di bibir udah repurchase 2x. Packaging lucu. Order diproses cepet banget (15 menit). Order malem besok sore udah sampe. Thank you🤍
S***i,"Warnanya bagus2, ringan jg di bibir... Oiaa dpt bonus jg looh... Mantabs 👍😁 Tq yaa"
A***a,terima kasih atas respon dan ketersediaan produknya ya agan yang baik..
z***a,Gampang dibawa-bawa
N***a,Coverage-nya high. Aplikator mudah dipakai.
Salsabila,Gampang dibawa-bawa. Aplikator mudah dipakai.
Ummi,bagus banget🐣
Astri,Cocok buat bibir gelap. Coverage-nya high. Gampang dibawa-bawa. Awet seharian 💄. Aplikator mudah dipakai.
Gaby,Aplikator mudah dipakai.  di kasih bonus makasihhhhhhh bagus warna brown2 gitu sukak next beli lg foundi sama primer nya kalo dh abis luv
novi,Aplikator mudah dipakai. Gampang dibawa-bawa. Cocok buat bibir gelap.
N***e,Coverage-nya high Awet seharian 💄
I***n,Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Awet seharian 💄. Gampang dibawa-bawa.
Susan,Susan
M***i,"Pelayanan responsi, pengemasan dan pengiriman sangat cepat. Produk dalam keadaan baik."
A***a,"pesanan sampai di hari yg sama, warna sesuai"
Widya,puasss dong bagus bgt
kikan,Gampang dibawa-bawa. Aplikator mudah dibawa.
A***a,Bagushh
Yossy,Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai.
I***a,warnanya bagus tapi tidak tahan lama gampang patah
safira,Coverage-nya high Cocok buat bibir gelap
S***o,admin tidak jujur
janah,bagus iniiii
S***a,Coverage-nya high Aplikator mudah dipakai Cocok buat bibir gelap Gampang dibawa-bawa Awet seharian 💄
Lucia,Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai.
R***i,Aplikator mudah dipakai.
D***a,Coverage-nya high Aplikator mudah dipakai Gampang dibawa-bawa kalau saya sih. Kulit agak coklat. Ini bagusnya buat ombre. Soalnya kalo gak. Jd neon di muka saya. Hehe. Tp formula nya aja enak. Next kalo diskon mau coba yg harper
Veronica,Order kesekian kalinya pkoknya recommend
Veronica,"Gampang dibawa-bawa Awet seharian 💄 bagi ak ya , warna nya suka bgt pas untuk di ombre"
Zea,.
omu,warnanya cantik bgttt! the perfect nude & warna untuk gradient lips 💕
Widiyanti,Worth the hipe Cocok buat bibir gelap
Siti,Coverage-nya high Awet seharian 💄 Aplikator mudah dipakai Gampang dibawa-bawa Cocok buat bibir gelap
Siska,Coverage-nya high.
T***i,Gampang dibawa-bawa. Aplikator mudah dipakai.
I***a,Awet seharian 💄. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa.
eva,barang sdh sampai sesuai pesanan terima kasih
P***a,gak bikin bibir kering n gampang dipakenya
Susy,Aplikator mudah dipakai. Gampang dibawa-bawa.
A***h,"Aplikator mudah dipakai. Gampang dibawa-bawa. Packing rapi ada bubble wrap nya, pengiriman cepat. Dapat bonus lagi. Makasih"
W***i,Bagus warnanya juga sesuai buat warna dasar ombre lips
a***a,"cakep warnanya, dipake buat base ombre bagus bgtttt, kalo dipake sendirian tanpa diombre jg bagus, pucet² gitu, mlbb bgt"
R***y,Gampang dibawa-bawa. Aplikator mudah dipakai. Coverage-nya high.
anantea,pengiriman aman bgt..😍 dan surprisingly dapat free lip stylo dooong!!! super duper thank youuuu..
M***y,Gampang dibawa-bawa. Aplikator mudah dipakai. Coverage-nya high. Awet seharian 💄. Cocok buat bibir gelap.
N***a,cepet banget nyampenya. barang okey sih cuma belom dicoba. alasan beli gara gara liat tiktok semoga aja cakep kek cewe cewe tiktok
D***a,Gampang dibawa-bawa. Aplikator mudah dipakai.
Ajeng,Coverage-nya high. Aplikator mudah dipakai. Gampang dibawa-bawa. Cocok buat bibir gelap.
G***a,Gampang dibawa-bawa
r***a,Aplikator mudah dipakai. Gampang dibawa-bawa. Awet seharian 💄. Cocok buat bibir gelap.
Sri,suka lipstik nya baguss
M***a,Aplikator mudah dipakai
widiana,Aplikator mudah dipakai. Coverage-nya high. Gampang dibawa-bawa.
Yessy,baru dipake sekali langsung patah
ANISHA,bagus sukak bgt warnanyaaaaa luvvvGampang dibawa-bawa. Aplikator mudah dipakai.
N***l,Gampang dibawa-bawa. Coverage-nya high.
Iis,Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa.
L***a,Gampang dibawa-bawa. Awet seharian 💄. Aplikator mudah dipakai. Cocok buat bibir gelap.
Febi,Selalu suka sama skye hihiw. Nude terbaik! mau ada dupe merek lain jg ttp bagus ini lah wkwk
r***a,Shade nya cantiiiiiiiik Coverage-nya high. Cocok buat bibir gelap. Awet seharian 💄. Aplikator mudah dipakai. Gampang dibawa-bawa.
i***i,"Pengirimannya cepat. Suka bgt, warnanya cantik"
Feberwati,"original, mantap"
Mangisi,ringan dibibir
Putri,"packagingnya aman, cuma produknya rada kotor sedikit, produk original"
G***i,"Pesan pagi, sore sampai. Desainnya mewah. Gampang dipakai. Terimakasih jg utk bonusnya."
Fajar,original
y***a,"Dapat harga promo, pqcking nya bagus."
I***S,"Jangan karena produk diskon, tanggal kadaluarsa Aug'22 .. saya beli harga normal di aplikasi lain tgl kadaluarsa 2024"
j***t,Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa.
Adiagung,Aplikator mudah dipakai
Indah,Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. ga berasa berat dibibirr
K***i,Gampang dibawa-bawa. Aplikator mudah dipakai. Coverage-nya high.
relita,Coverage-nya high. Awet seharian 💄. Gampang dibawa-bawa. Cocok buat bibir gelap. Aplikator mudah dipakai.
Novianti,"keren bgt,dari pengemasan smpai barangnya good"
Irmala,Cocok buat bibir gelap.
R***u,"duh pusing cantik bgt warnanya😭 ini buat base ombre bagus bgt si, lembut juga dibibir tapi untuk ketahanan ga se awet itu. recommended buat pecinta ombre lips👌🏻"
Elsa,pokonya lagi diskon..
erika,Aplikator mudah dipakai. Gampang dibawa-bawa.
E***a,Bagooooosssssssss
I***a,Makasih pesanannya sdh datang 🙏😊
suci,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai.
M***m,"dapet diakon 20k dr tokopedia trimakasi, warna nude ter the besttt cocok buat di ombre, klo aku fav ombre itu make over crayon skye sama implora 12Aplikator mudah dipakai. Gampang dibawa-bawa."
Fitri,Barang sdh diterima dg baik makasih..
prima,"so far bagus, cuma mungkin di bibir aku ngga oke. jadi setelah di pakai lalu di ombre warnanya jadi pecah dibibir ngga pigmented. Aplikator mudah dipakai. Gampang dibawa-bawa."
lilis,packing nya sangat rapi .. best deh. barang nya juga bagus recommended
s***e,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai.
D***y,Coverage-nya high. Gampang dibawa-bawa. Cocok buat bibir gelap.
Ardath,Awet seharian 💄. Coverage-nya high. Gampang dibawa-bawa.
Chintia,warnanya bagus bangt buat diombre
A***h,"warna nyaa bagus bgttt, pengiriman cepat"
Kamillah,Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai. Coverage-nya high.
Regina,Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai.
R***a,"warnanya cantikk buat base ombre, nyaman dipakai, cukup bisa nutupin garis bibir yg gelap"
A***a,Gampang dibawa-bawa. Cocok buat bibir gelap. Coverage-nya high. Awet seharian 💄. Aplikator mudah dipakai.
r***h,Fast respon
Ari,"Mantull, Packing Rapi, Pengiriman Cepat,, Warnanya cantik, Thankyou Seller"
Zildjiana,Coverage-nya high. Awet seharian 💄. Gampang dibawa-bawa.
S***y,Gampang dibawa-bawa. Awet seharian 💄. Cocok buat bibir gelap.
Maya,"Mantap lah pokonya produknya original, pengi"
Maya,Coverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa.
Indah,Puass bgttt
D***e,mksh ya... 😊Gampang dibawa-bawa.
JE,Yes. terima kasih sudah diterima. Seller ramah dan packing nya ok. Sukses utk Tokopedia dan Seller.
Selly,Aplikator mudah dipakai. Gampang dibawa-bawa.
Fahira,Awet seharian 💄. Coverage-nya high. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa.
E***h,"bagus banget warnanya, suka sekali, barang oke, packing pun oke, thank you seller^^"
I***i,"incaran dari lama akhirnya dapet hihi, aman banget dgn bublewarp super tebal. pengiramnya juga cepat. Terimakasih"
R***i,Bagus warnanya tapi patah:(((
S***a,Cocok buat bibir gelap. Aplikator mudah dipakai.
IHYA,belum dibuka karena untuk hadiah. semoga tidak mengecewakan ketika digunakan. pengiriman sangat2 cepat. barang original. niceeeeeeee👍👍
R***a,Aplikator mudah dipakai.
Ersinta,"warna lip crayonnya sih nude, tp cantiiikk parah pas dah d pakeCoverage-nya high. Cocok buat bibir gelap. Gampang dibawa-bawa. Aplikator mudah dipakai."
Risa,Cocok buat bibir gelap. Aplikator mudah dipakai.
A***a,Coverage-nya high. Aplikator mudah dipakai. Cocok buat bibir gelap. Gampang dibawa-bawa.
Raodah,Gampang dibawa-bawa.
R***a,"produk bagus simple dipakainya, warna ceria... packingnya bener bener membuat nyaman kereen pokoknya Trims seller dan tokped"
D***a,Gampang dibawa-bawa.
I***i,warna nya aku suka
ira,"Tadi malam pesan ,besok nya udah dateng.cepat sekaliiiiiii"
Dewi,seneng vanget sdh sampe mksh ya bonusannya duh bakal jd langganan nih sama make over ada yg masih di wishlist..but sooner or later belanja d sn lg mksh banyak kaka🥰❤️
Dila,"Dari dulu pengen beli cuman kehabisan terus sama gagal transaksi terus,dan sekarang dapet, mana dapet diskon+cashback🤩 Pengirimannya juga cepet 1 hari sampai"
Devi,makasii mimin ok bgt productnyaaa..dpt bonus jg..😍
Bella,"thanks, barang sesuai pesanan, love it"
Y***i,packing amat sangat aman dobel packing malah....👍👍
Marnisa,bagus
A***l,"Warnanya cakep, exp masih jauh lg 2024.. Thx u ya seller"
M***e,M***e
Luckyta,BAGUS BGT SIH PARAH! Mana cepet bgt! Semalem checkout hari ini sampai. Thank youuuu!!
D***i,D***i
K***a,"Suka banget sama texture dan warnanya, bagus buat base ombre atau tanpa ombre jg tetep bagus. Pengiriman sangat cepat, puas bgt🥰"
ghina,Beli 4 item bonusnya 4 item 😭😭baik banget makeover
Q***a,"Pengemasan dan pengiriman super cepat bgttt, exp nya 2024 yeay"
Adiya,Terbaik!! Thank you bonusnya gemes!! Pasti belanja lagi ❤
Happy,puas bgt
Ainun,cepet banget nyampenya gk sampe 24 jam kelampung
nabila,bagus bgt warnanya coco untuk base ombre
Z***h,"warnanya cantik2, ga bikin bibir kering. proses pengirimannya jg cepat"
R***i,"pengemasan cepet bgt pesen jam 3an smpe jam 4an esok harinya, sesuai pesanan mau warna 105 pengemasan bagus ga ada yg rusak Alhamdulillah nya ga patah yaa, warnanya sesusai yg aku mau cuma aku keselnya Bru kmrn aku beli eh bsknya promo jdi harga 73rb huhu :""( tpi gpp bagus buat ombre m maaci"
R***y,bagus
Ratu,Ratu
S***A,excellent!
Zamzam,"Sesuai pesanan, produk ori dan aman 🙏🏻"
Erfa,"ceklek tapi gapapalah, mungkin kebanteng pas di perjalanan😭😭😭😭"
R***n,pengiriman cepet barangnya sampe dengan aman
N***a,"Box nya gede banget padahal cuma beli 1, bubble wrap nya tebel, aman banget sih❤️ mau sungkem sama yg bikin skye secantik itu😍😍"
Wiwik,"pengiriman cepet👍warna lipstiknya kalem banget sih,,,cocok banget kalau diombre"
Veronica,Sukak bgt crayon lipstick nya
Dini,matte tp ga bkin kering.. wrna okee
Sindy,sesuai pilihan pengiriman dan pengemasan cepat terimakasih
Elva,"dapat harga sale plus voucher harian bikin hati berbunga2.. lipstiknya cantik, enak dipake, nggak bikin bibir kaya karung semen.. makin cintaa dwehh tengkyu Tokopedia"
Kamelia,Baru di pake langsung patah huhu bt
L***a,Exp aman .... 👍
Viera,baguuussss. pengirimannya cepet. makasih yaa
Corina,Pas banget sama shade yg aku cari2... Crayon ini tetap matte yaa dan habis wudhu masih ada nih nempel warnanya...terasa ringan di bibir. Tq seller EXP nya tahun depan sih ini
Dhini,"suka bangeeeet warnanya, buat base ombre cantiiiiik bangeeeet"
H***a,sukaaa bgttt pengirimannya jg cpt bgt ganyampe 24jam😙🤍🤍
B***y,mksh
M***a,barang okeyyy
Catarina,"dtgnya cepet banget, mantap"
Sharla,Surprisingly ini Lip matte ternyaman yang pernah gua cb dan gaa bikin bibir kering bgtt
Kaira,"sesuai pesanan, sangat puas belanja disini. pertahankan kwalitas, seller ramah. makeover emang best 👍👍👍👍"
Ayu,"dapat bonus blusher,terima kasih"
Andi,puas bngt. Cakep warnanya.
Lestari,Cakep bangeett warnanyaa..Penjualnya ramah banget. Packaging rapi. Respon penjualnya top.
N***a,So cute colour
Dinirisdiani,pengiriman sangat cepat sekali respon penjual sangat baaik thx u make over 👍👍👍
S***a,"dapet free matte blusher, makasih makeover🥰"
Ariawan,"pengiriman cepat banget, cuma sehari udh sampe, thanks y make over official"
Abah,murah dan bagusss cepat pula sampenya
Ade,puas sekali warnanya cantik
t***n,barang sesuai pesanan
S***i,bagusssss akhirnya dapet lip crayon iniii😍
Widya,❤️❤️❤️
mardia,sesuai expectasi mantulllll
R***a,puas banget. packing aman dan rapih huhu
zharfa,Coverage-nya high. Cocok buat bibir gelap. Proses pesanan cepat.
Inassa,Bagusss produk original. Thank you!
Ade,pengiriman cepet n barangnya utuh
Galih,☺☺☺☺
V***i,"Patah dalemnya :( tp fast respon bgt. Langsung mau diganti yg baru, walaupun blm aku terima produk barunya tapi salut si sama pelayanannya. Harusnya seller begini responnya tiap ada yg berkendalaaa 👏🏻👏🏻👏🏻"
Ruth,Gak gitu cover tapi warnanya bagus buat base ombre
A,A
M***a,"Pengiriman cepet banget, Semalem baru bayar.. jam 11 udah sampe"
i***u,"juaraaa..... pelayanan, respon dan produk nya ⭐⭐⭐⭐⭐⭐⭐😍👍🏻👌🏻🇮🇩, maturnuwun 🙏🏻🙏🏻🙏🏻"
A***d,pengiriman cepat dan sesuai
A***a,"datengnya cepet banget, warnanya bagus juga. puas dehhh"
zahirah,"natural sekaliiii, suka pollll, gak begitu long lasting sih, but no problem. sesuka itu sama gincu matte make over all type mau stylo, magnetic semuanya bagusss"
Rina,"lipstik sesuai pesanan, pengiriman cepat packing keren membuat nyaman pembeli. Trims Tokped dan Make Over"
A***a,puas bgt😘
arkianno,"pengiriman cepat, rapi. ok pokoknya"
Y***o,Proses pesanan cepat. 
Y***i,"senengnyaaa...pengiriman cepet bgt, pdhl kl OS lain suka lamaaaa...makasih ya seller n toped"
Valiane,"Sesuai pesananku yang mau, packagingnya rapi dan aman cepat pula pengirimannya. Thankyou"
s***a,bagus bgttttt <3
A***i,cepettt bangettttt baru kemarin pesenn sekarang udah sampeee
Jeny,"Sukak bnget, apalagi promonya gak main2"
Kartika,"packing sangat aman dengan dus dan bubble wrap tebal, kualitas oke, harga sesuai."
A***a,bgs bgtt
Tya,"pesen malem,besok siangnya udah dateng dooong..bubble wrapnya tebeeel"
Anissss,"akhirnya barang yang dipengen sampai jugakk, udah ngidam dari lama, dan nggak nyesel sama sekali soal barangnya. beneran bagussss bgt warnanya cantikkk sekaliii, elegan bgt kl dipakai, packaging nya juga oke bgttt"
S***a,"terima kasih, cepet samoenyaaaa. shade skye ini favorite kuuuu hehe"
C***a,Baguss bgttttttt
N***y,barangnya bagus
D***i,"buagussss polllll, akhirnya kedapetan yang shade skye😍😍"
Dyah,Pertama kali order di toko ini.....Alhamdulillah cepat dtg....packing rapi & saya suka produknya....terima kasih 👍🙏
Resa,"Paketan sudah saya trima dengan baik... Alhamdulillah sesuai yang di inginkan... Bagus produknya tidak mengecewakan... Tidak ada cacat sama sekali... Pengiriman sesuai estimasi... Respon penjual sangat cepat tanggapannya ,baik dan ramah pula... Kualitas sangat baik walau untuk harga yg murah.....☺"
H***M,gila damagenya sampe hp gua jatoh minus dikit fullset lokasi jogja harga nego tipis
Diyah,warnanya super duper cantik. cocok bgt jadi base buat ombre lips. teksturnya halus dan lembut bgt. pengirimannya cepet 😍
V***a,pengirimann cepeetttt bgt! packaging super amannnn meskipun beli satuan guysss
I***e,"packing rapi, aman terkendali, pengiriman super cepet, the best deh Make Over 👍"
Winardi,mantul pengiriman cpet barang oke
C***a,"barang aman, packing rapi, so pretty🥰"
F***i,barang datang sesuai pesanan tapi dari packing luar nya penyok. mungkin tertindih dengan barang lain tapi barang pesanan saya tetap aman juga dibungkus bubble wrap terimakasih
Jessica,"puas banget, sesuai pesanan dan request barangnya, adminnya fast respon dan melaksanakan pesan pelanggan"
s***h,"pengiriman annya sangat cepat sekali, warna lipstik nya oke bngt sumpah baguusss bngttttt"
M***a,"pertama dtg barangnya cmn 1, kaget.. tapi seller tanggung jawab banget, langsung dibantu proses utk kekurangan barangnya, makasih ya seller, semoga kedepannya lebih baik lagi ☺"
Widi,"puas banget! pengirimannya juga cepet, pesan sehari langsung dikirim. Mana warnanya juga cantik banget lagi huhu ❤❤❤"
Ade,"bagus! warna menarik. enak digunakan, tidak kering di bibir. pengiriman ok. seller ok. thanks."
Ananda,bagus n cepat. cuma ga lgs aku buka. trnyta patah 😂 yhaa apalah daya.
F***k,Fast respon banget
Y***i,Luv banget
Arfi,suka sama warna lipsticknya.. dapet cashback lumayan.. dan pengiriman cepet.. ini lipstick crayon ya. jd agak lembut. aplikasinya ga bisa keras2.. tp cukup berpigment kok..
Atwian,"Produk original dan pengiriman cepat, tapi sayang exp thn 2022, pdhal tdk ada keterangan exp 6-12 bln"
Eka,Bagusss nude bgttt love
Retno,"bagus, asli make over, cepat sampai"
F***i,pengiriman dan pengemasannya super duper cepet sampe mo nangis tb2 paket nyampe dirumah aja😭😭😭😭
Misbah,thank you tim makeover respon sangat baik dan chat dibalas cepat
S***i,"Warnanya bagus banget, apalagi kalo di ombre gitu...Love deh"
N***y,barangnya bagus
D***y,real pict banget lipstiknya
Defi,SUKA!
itaseptasari,beli herper dan iris dikirim barang yg sama. pdhl udh kasih catatan utk penjual
Dina,"kecewa banget, baru aja dibuka ternyata isinya patah mana pengirimannya lama banget"
A***f,A***f
N***a,gooooddddddddddd
Anti,ka maaf ini aku bli harper tapi kok dalem nya dominan warna ke blake yaa ini giman ya kak 😁 aku yg salah atau salah dri pabriknya yaa
N***l,"Baru pertama beli, ternyata kurang gonjreng dikit utk kulitku. Masih keliatan pucet kayak gk pake gincu hehehe. Karena terbiasa yg sedikit gonjreng. Tp gpp sih, tetep bagus kok warnanya 😍"
Dwi,gk pernah ragu lg buat beli make over di OS tokped pasti ori dpt disc jg.
E***o,pesanan sesuai harga terjangkau pengiriman cepat packing mantap
Mega,respon dan pengiriman cepat. produk ok banget sesuai dengan gambar dan deskripsi. next pasti order lagi
I***y,Cucokk meong warnanya.. Like it so much😍💋
inayahn,inayahn
A***i,top bangettt pokok nyaaa
Y***y,"packing rapi, produk sesuai dengan yang dipromosikan"
R***a,warna cakep bgt
A***a,suka bgttt
S***a,bagus banget pengemasan barang super safety sih pdhl cuma beli 1 dibungkus bubble warp sama kardus. makasih
Nadya,Nadya
Ainayya,🥰♥️💯
F***i,bagus bangett gangerti lagi ngejelasinnya gimana. foto terakhir foto ombre skye sm hanasui sebaguss itu buat ngeombre 😭😭😭❤️❤️
A***a,Bagus banget warna lip-nya gabikin bibir kering. Tidak transferproof but it’s okay
S***a,"aaaa akhir nya dapet stick crayon skye nya make over yang selalu sold di mana mana, tapi akhir nya dapet dengan harga promo lgi terimakasihh"
Mega,"nyesel beli 2, bagus banget😭"
Dewi,pengiriman cepat beli shade ini karna racun tiktok😂 thx makeover♥️
Nurlatifah,Alhamdulillah nyampe suka banget bagus bagus 🥰🥰🥰🥰
S***a,warna nya bagus banget buat di ombre trs ga bikin bibir kering. sukak bangett! 🤩🤩
Afifah,"Good, cepet pengiriman nyaaa"
lia,mksh kakak sukaaaaa top markotop
f***a,Packing nya mantap! Kotak asli dari produk make overnya ga rusak sama sekali! Bubble wrap nya tebel banget. Isengku belanja karena insom berbuah manis🤍
s***a,bagus bgt cepet sampai juga
t***n,bagus banget warnanya di aku
B***y,"penjual ramah, kiriman cepat, packing rapi, barang bagus sesuai deskripsi #amanah.berkah.sukses.jaya.selalu 🙏🏻"
a***n,"baguss,cepat pengemasan dan pengirimannya"
Putri,Suka banget estimasinya cepet🥰
N***y,lipstic nya bagus dan tidak kering dibibir
Anita,favorit
Y***y,oke produknya....d jamin puas
T***h,"Respon penjual cepat dan komunikatif. Barang ok, gak ada yang cacat 👍👍"
a***a,"warnanya cakep,, ini yg make over crayon matte skye.. yg suka lipstik warna nude, wajib cb produk yg 1 ini."
Syifa,makasih kak bonusnya
S***i,Selalu puas karna barangnya pasti bagus bgt !?!?! Ini udah ke 5x pembelian
Erisa,Bagus thanks
L***a,keren banget sih pas diskon dapet exp lama 2 /22
K***a,responsif seller.. barang sesuai deskripsi.. packing aman karena verlaois2 buble wrap. dapat diskon lg.. suka deh!
Meta,"Suka dech sama barangnya, kemasannya cantik dan elegant, semoga produknya cocok dengan kulit muka saya ya kak, makasih... :)"
Elmi,sukaaaa 😍😍😍😍
Roro,Roro
maulidaah,"suka banget, thanks"
jenn,"wishlist dari jaman kuliah, alhamdulillah bisa ke beli. waktu wib diskon pula... ihiiyy"
Nani,"Produk udh pasti original, pengemasan cepat, pengiriman cepat, admin fast respon. Pertahankan pelayanan yg baiknya. tks"
Chatrine,"Puasss bangetttttttt, Makasih min"
Dewi,"Cepet banget, pk reguler g smp 24jam nyampe dong. Produknya udh g perlu ditanya lagi, selalu cinta sm color stick harper ini ❤"
Penny,pengiriman cepat dpt pas lagi flash sale jd murah bgt.makasih kak😊
Aulia,bagussssss🥰🥰
Anissa,Anissa
Nur,mantap walau expire nya bentar lagi lumayan dapet harga disc edan makasih seller
Dini,barang dah sampai k Marin warna bagus biarpun saya waktu mesen lupa tulus warna apa yg d mau 😂😂😂
L***r,"pengiriman cepet bgt. paket sesuai dgn pesanan. packingnya super aman. untuk produknya sndri matte nya dpt, bibir kerasa lembab, merata, tp transferproof-nya g dpt. jd mngkin yg spesifik ngincer transferproof g akan puas kl pake ini."
Irni,exp masih lamaaa aaaa dapet harga murah banget .makasihhhhh banyak tokped dan make over
Ryda,"Top bgt, pengiriman juga cepet bgt. Shade lipstick nya juga cocok banget di aku! Luv 💖"
Ai,"pengiriman cepat, packing aman, barang original. puas bgt belanja disini"
C***a,Barangnya cepet bnget smp nya dan untuk exp 2023 masih lama. Thanks
S***a,Hahahzhhzhzhzhzbsbsbznznznznzhzhzj
N***a,Ngga akan nyesel purchase ini. Warnanya bagusssss dan cocok untuk semua warna kulit. ⭐️⭐️⭐️⭐️⭐️
D***n,very good seller recommended. pesen cuma 1 tp packingnya luar biasa aman. thank you
Nur,beli 2x ditempat iniii baru kemarin nyampe dan galama pesen lagi hahahahahhahahaha mantull woy kerennnn banget pengiriman gercepp banget ********* seneng bangettttt makasiiiii yaaaa
Hera,mintanya no.01 dan 02 tp yang di irim 01 semua😭😭😭
R***i,"Terimakasih kak barangnya sudah sampai. Sesuai pesanan. Dapat diskon 20k, lumayan.. Hehehe.."
Meliana,Bagusssss🥰
Nur,mantulllll mantabbbbbb betulllll demi alex bagus bangetttt pengiriman cepetttttt
ryoehan,ryoehan
N***a,Super cepet banget pengemasan sama pengiriman nya sukaaaaa produk juga sesuai
